datetime,temperature,feels_like,dew_point,humidity,wind_speed,precipitation_cm
2025/03/31 06:30,28.45,26.994041,7.4,26.549034,6.601363,0.0
2025/03/31 12:30,21.55,20.598202,8.3,42.593487,3.4576871,0.0
2025/03/31 18:30,13.35,11.576861,3.95,52.94855,2.3400002,0.0
2025/04/01 00:30,12.65,10.647731,3.05,52.020237,2.7238941,0.0
2025/04/01 06:30,28.05,27.035816,8.45,29.185919,5.154415,0.0
2025/04/01 12:30,21.4,20.158646,8.8,44.46585,6.341009,0.0
2025/04/01 18:30,15.2,13.409138,4.75,49.681118,3.572898,0.0
2025/04/02 00:30,12.75,10.7604475,2.75,50.594242,2.2553935,0.0
2025/04/02 06:30,28.5,27.117283,6.2,24.379374,4.2481523,0.0
2025/04/02 12:30,21.9,21.51781,9.85,46.28292,2.4216523,0.0
2025/04/02 18:30,14.4,12.301624,3.05,46.42095,3.381893,0.0
2025/04/03 00:30,13.1,10.993777,2.9,49.97805,3.244996,0.0
2025/04/03 06:30,29.55,28.013962,6.3,23.10076,5.414979,0.0
2025/04/03 12:30,21.3,20.074697,8.2,42.958263,5.1575575,0.0
2025/04/03 18:30,12.85,10.750597,5.2,59.697887,6.341009,0.0
2025/04/04 00:30,12.65,10.711615,4.95,59.441628,4.8733153,0.0
2025/04/04 06:30,29.85,26.61103,4.15,19.55371,13.491597,0.0
2025/04/04 12:30,22.95,20.771038,5.55,32.39338,7.388775,0.0
2025/04/04 18:30,14.55,12.985626,5.7,55.340534,3.4152596,0.0
2025/04/05 00:30,13.25,11.753305,5.45,59.17687,2.5772078,0.0
2025/04/05 06:30,29.7,28.30281,8.0,25.727503,7.256032,0.0
2025/04/05 12:30,23.6,23.714905,12.15,48.6356,3.7799997,0.0
2025/04/05 18:30,15.7,14.601551,6.8,55.446335,1.9386592,0.0
2025/04/06 00:30,14.55,13.392656,7.25,61.568653,3.0811036,0.0
2025/04/06 06:30,30.45,29.346088,9.2,26.726807,7.2805495,0.0
2025/04/06 12:30,24.85,26.429527,15.6,56.44696,2.1897945,0.0
2025/04/06 18:30,17.65,17.222816,9.85,60.241413,2.7416782,0.0
2025/04/07 00:30,17.95,17.699345,10.3,60.91987,2.4149535,0.0
2025/04/07 06:30,31.45,30.02924,9.2,25.24444,9.114471,0.0
2025/04/07 12:30,25.7,27.616714,16.3,56.116474,1.8,0.0
2025/04/07 18:30,17.85,17.798407,11.05,64.44159,2.5772078,0.0
2025/04/08 00:30,17.9,17.55662,10.15,60.502663,2.7534704,0.0
2025/04/08 06:30,31.4,30.203953,10.55,27.711702,9.796366,0.0
2025/04/08 12:30,26.55,28.455433,16.35,53.53617,2.0124612,0.0
2025/04/08 18:30,18.5,18.46452,11.9,65.44182,4.278551,0.0
2025/04/09 00:30,18.5,18.631401,12.8,69.42653,5.1544156,0.0
2025/04/09 06:30,30.7,31.156738,13.95,36.06228,5.6002855,0.0
2025/04/09 12:30,25.25,27.37224,16.9,59.87685,2.1068459,0.030000001
2025/04/09 18:30,19.7,19.964802,11.85,60.52532,2.1068459,0.0
2025/04/10 00:30,18.55,19.25601,13.55,72.68088,2.97953,0.0
2025/04/10 06:30,28.9,30.29602,16.45,46.965477,5.771239,0.0
2025/04/10 12:30,23.45,24.457842,16.7,65.8543,9.181765,0.0
2025/04/10 18:30,18.05,19.225893,14.5,79.759705,2.1068459,0.0
2025/04/11 00:30,18.0,19.040882,14.65,80.78913,3.4152596,0.0
2025/04/11 06:30,26.0,27.738388,16.85,57.088966,4.5891175,0.05
2025/04/11 12:30,24.9,27.07751,16.7,60.367905,1.1525624,0.0
2025/04/11 18:30,17.95,19.301626,15.0,82.89157,2.1897945,0.62
2025/04/12 00:30,18.25,19.121597,14.9,80.82231,5.22,0.0
